,county_code,geometry,county,state,deaths13,deaths14,deaths15,deaths16,deaths17,pop13,pop14,pop15,pop16,pop17,total_deaths,percent_in_distress,prate_13,prate_14,prate_15,prate_16,prate_17,ratio_predicted13,ratio_predicted14,ratio_predicted15,ratio_predicted16,ratio_predicted17,crude_rate13,crude_rate14,crude_rate15,crude_rate16,crude_rate17,crude_rate_lag13,crude_rate_lag14,crude_rate_lag15,crude_rate_lag16,crude_rate_lag17,ratio_pred_rate13,ratio_pred_rate14,ratio_pred_rate15,ratio_pred_rate16,ratio_pred_rate17,ratio_pred_rate_lag13,ratio_pred_rate_lag14,ratio_pred_rate_lag15,ratio_pred_rate_lag16,ratio_pred_rate_lag17
765,19023,"POLYGON ((-93.022453 42.909881, -92.55691299999999 42.904404, -92.55691299999999 42.641511, -92.551436 42.55388, -92.907437 42.55388, -93.02793 42.55388, -93.022453 42.909881))","Butler County, IA",IA,,,,,,15021,15006,14915,14791,14606,0.0,0.09166040570999248,35.2,18.5,17.7,17.1,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18861376427806195,0.09405780416412711,0.18732906223071447,0.2821585505327153,0.4711718231710994
766,19025,"POLYGON ((-94.616242 42.559357, -94.44098 42.559357, -94.397165 42.208833, -94.627196 42.208833, -94.85722800000001 42.208833, -94.911997 42.559357, -94.616242 42.559357))","Calhoun County, IA",IA,,,,,,9926,9866,9818,9846,9746,0.0,0.15670103092783505,49.1,55.4,63.1,68.0,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,19027,"POLYGON ((-95.092736 42.208833, -94.85722800000001 42.208833, -94.627196 42.208833, -94.627196 41.863786, -94.74221199999999 41.863786, -95.092736 41.863786, -95.092736 42.208833))","Carroll County, IA",IA,,,,,,20598,20562,20498,20437,20320,0.0,0.18025949953660797,120.0,118.3,107.7,99.3,87.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,19029,"POLYGON ((-95.15298300000001 41.507785, -95.04344399999999 41.502308, -94.698396 41.502308, -94.698396 41.157261, -94.813412 41.157261, -94.928428 41.157261, -95.15845899999999 41.157261, -95.15298300000001 41.507785))","Cass County, IA",IA,,,,,,13598,13448,13427,13157,13145,0.0,0.10835579514824797,115.0,112.2,106.3,100.2,90.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,19031,"POLYGON ((-91.012416 41.94594, -90.8974 41.94594, -90.8974 41.770678, -90.8974 41.595416, -91.30817 41.595416, -91.36841699999999 41.600893, -91.36841699999999 41.858309, -91.36841699999999 41.94594, -91.012416 41.94594))","Cedar County, IA",IA,,,,,,18393,18411,18340,18454,18543,0.0,0.06194125159642401,20.7,23.7,22.7,19.8,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.256227991851912,0.966133167931335,0.0,0.0,0.0,0.0,0.0,0.7424038560800341,0.6384916326759976,1.0183662104383062,1.9733649210806998,2.0822299899803145
770,19033,"POLYGON ((-93.055314 43.254929, -93.022453 43.254929, -93.022453 43.211113, -93.022453 42.909881, -93.487993 42.909881, -93.498947 42.909881, -93.498947 43.254929, -93.055314 43.254929))","Cerro Gordo County, IA",IA,,,,,,43575,43254,43017,43070,43006,0.0,0.17328640858052624,120.6,112.7,106.5,97.8,82.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,19035,"POLYGON ((-95.415876 42.909881, -95.388491 42.909881, -95.388491 42.559357, -95.46516800000001 42.559357, -95.73901499999999 42.559357, -95.85950800000001 42.559357, -95.85950800000001 42.909881, -95.415876 42.909881))","Cherokee County, IA",IA,,,,,,11945,11836,11574,11508,11316,0.0,0.0377207062600321,64.5,57.7,58.2,43.2,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,19037,"POLYGON ((-92.255681 43.211113, -92.08041900000001 43.211113, -92.08041900000001 43.085144, -92.08041900000001 42.904404, -92.387128 42.909881, -92.55691299999999 42.904404, -92.55691299999999 43.211113, -92.255681 43.211113))","Chickasaw County, IA",IA,,,,,,12321,12264,12097,12023,12005,0.0,0.14680483592400692,38.8,29.8,36.4,26.9,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,19039,"POLYGON ((-93.674209 41.162737, -93.55919299999999 41.162737, -93.55919299999999 40.899844, -93.66325500000001 40.899844, -94.013779 40.894367, -94.013779 41.157261, -93.789224 41.162737, -93.674209 41.162737))","Clarke County, IA",IA,,,,,,9325,9217,9259,9309,9374,0.0,0.15171288743882544,96.3,103.1,91.3,87.6,94.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,19041,"POLYGON ((-95.16941300000001 43.254929, -94.911997 43.254929, -94.911997 42.909881, -95.25156699999999 42.909881, -95.388491 42.909881, -95.388491 43.254929, -95.16941300000001 43.254929))","Clay County, IA",IA,,,,,,16491,16515,16507,16333,16170,0.0,0.12248547161376844,112.1,113.2,118.7,105.1,100.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,19043,"POLYGON ((-91.56558699999999 43.079667, -91.17672399999999 43.079667, -91.154816 42.986559, -90.8974 42.674373, -90.8974 42.657942, -91.132908 42.646988, -91.204109 42.646988, -91.609402 42.641511, -91.603925 43.079667, -91.56558699999999 43.079667))","Clayton County, IA",IA,,,,,,17773,17692,17644,17590,17637,0.0,0.1577813677975229,41.0,38.3,35.8,28.4,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2612412092333093,0.12970841548199646,0.2574002574002574,0.3865859818768492,0.5152461330777712
776,19045,"POLYGON ((-90.36613699999999 42.033571, -90.152536 42.033571, -90.152536 41.929509, -90.240167 41.781632, -90.316844 41.726862, -90.798815 41.770678, -90.8974 41.770678, -90.8974 41.94594, -90.8974 42.033571, -90.36613699999999 42.033571))","Clinton County, IA",IA,,,,,,48420,48051,47768,47309,47010,0.0,0.24267291910902697,85.2,87.8,86.1,79.1,71.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0767668501587817,0.8281141439411442,0.0,0.0,0.0,0.0,0.0,0.33537492820880443,0.3478657942323823,0.512736700548249,1.471443452151109,1.4200309283334824
777,19047,"POLYGON ((-95.64042999999999 42.208833, -95.322768 42.208833, -95.092736 42.208833, -95.092736 41.863786, -95.322768 41.863786, -95.55827600000001 41.863786, -95.673292 41.863786, -95.673292 42.208833, -95.64042999999999 42.208833))","Crawford County, IA",IA,,,,,,17434,17228,17094,16940,17056,0.0,0.10191441441441441,64.3,69.1,68.8,63.5,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,19049,"POLYGON ((-93.816609 41.863786, -93.789224 41.513262, -93.822086 41.507785, -94.24381 41.502308, -94.282149 41.863786, -94.16165599999999 41.863786, -93.816609 41.863786))","Dallas County, IA",IA,,,,,,74641,77400,80133,84516,87235,0.0,0.1505831090606177,17.6,15.9,16.1,17.6,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31628164121073876,0.0,0.30543892031006936,0.361629320905339,0.8598171850771315,0.0,0.0,0.0,0.0,0.0,0.31628164121073876,0.21745654131021913,0.30543892031006936,0.361629320905339,0.8598171850771315
779,19051,"POLYGON ((-92.17900400000001 40.899844, -92.17900400000001 40.598613, -92.348789 40.598613, -92.452851 40.593136, -92.639067 40.593136, -92.639067 40.899844, -92.17900400000001 40.899844))","Davis County, IA",IA,,,,,,8791,8781,8769,8860,8966,0.0,0.13911620294599017,62.1,61.9,67.5,58.1,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,19053,"POLYGON ((-93.66325500000001 40.899844, -93.55919299999999 40.899844, -93.55919299999999 40.582182, -93.772794 40.576705, -94.013779 40.571228, -94.013779 40.894367, -93.66325500000001 40.899844))","Decatur County, IA",IA,,,,,,8136,8263,8220,8141,7950,0.0,0.17448405253283303,18.2,33.7,47.7,45.3,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,19055,"POLYGON ((-91.204109 42.646988, -91.132908 42.646988, -91.127431 42.296464, -91.36293999999999 42.296464, -91.598448 42.296464, -91.609402 42.641511, -91.204109 42.646988))","Delaware County, IA",IA,,,,,,17534,17398,17403,17327,17153,0.0,0.132412672623883,50.8,54.3,49.6,46.5,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5796841991298898,0.402564624607129,0.6463463929041695,0.8913974361979435,1.3562940877955496
782,19057,"POLYGON ((-91.324601 41.075106, -90.946692 41.075106, -90.946692 41.069629, -91.111001 40.697198, -91.406755 40.812213, -91.36841699999999 41.075106, -91.324601 41.075106))","Des Moines County, IA",IA,,,,,,40480,40255,40055,39739,39417,0.0,0.23711781056232628,109.7,111.9,106.7,95.6,85.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,19059,"POLYGON ((-95.092736 43.501391, -94.917474 43.501391, -94.911997 43.254929, -95.16941300000001 43.254929, -95.388491 43.254929, -95.388491 43.501391, -95.092736 43.501391))","Dickinson County, IA",IA,,,,,,16955,16935,17111,17243,17199,0.0,0.2078390923156266,87.2,82.4,85.9,77.6,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,19061,"POLYGON ((-90.8974 42.657942, -90.8974 42.674373, -90.639984 42.510065, -90.475675 42.384095, -90.8974 42.296464, -91.127431 42.296464, -91.132908 42.646988, -90.8974 42.657942))","Dubuque County, IA",IA,,,,,,95697,96370,97125,97003,97041,12.0,0.22075471698113208,69.3,66.9,67.8,61.2,51.4,2.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0899296738664743,1.0376673238559717,2.0592020592020592,3.092687855014794,4.12196906462217,0.0,0.0,0.0,0.0,0.0
785,19063,"POLYGON ((-94.676489 43.501391, -94.44098 43.501391, -94.44098 43.254929, -94.588858 43.254929, -94.911997 43.254929, -94.917474 43.501391, -94.85175099999999 43.501391, -94.676489 43.501391))","Emmet County, IA",IA,,,,,,9996,9990,9769,9658,9432,0.0,0.13719185423365488,63.3,66.5,71.3,62.8,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,19065,"POLYGON ((-92.08041900000001 43.085144, -91.603925 43.079667, -91.609402 42.641511, -91.905157 42.641511, -92.08041900000001 42.641511, -92.08041900000001 42.904404, -92.08041900000001 43.085144))","Fayette County, IA",IA,,,,,,20502,20343,20257,20054,19796,0.0,0.1890818858560794,89.7,86.5,68.1,64.8,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18861376427806195,0.09405780416412711,0.18732906223071447,0.2821585505327153,0.4711718231710994
787,19067,"POLYGON ((-92.797898 43.211113, -92.55691299999999 43.211113, -92.55691299999999 42.904404, -93.022453 42.909881, -93.022453 43.211113, -92.797898 43.211113))","Floyd County, IA",IA,,,,,,16092,16077,15960,15873,15744,0.0,0.20649895178197064,106.0,113.2,101.1,85.2,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,19069,"POLYGON ((-93.487993 42.909881, -93.022453 42.909881, -93.02793 42.55388, -93.26343799999999 42.559357, -93.498947 42.559357, -93.498947 42.909881, -93.487993 42.909881))","Franklin County, IA",IA,,,,,,10548,10436,10295,10170,10164,0.0,0.153713298791019,30.4,29.3,15.3,7.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,19071,"POLYGON ((-95.519938 40.899844, -95.383014 40.899844, -95.37206 40.582182, -95.7664 40.587659, -95.832123 40.784829, -95.815692 40.899844, -95.519938 40.899844))","Fremont County, IA",IA,,,,,,7080,7022,6906,6950,6948,0.0,0.07372654155495978,68.8,71.0,74.2,71.2,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,19073,"POLYGON ((-94.16713300000001 42.208833, -94.16165599999999 41.863786, -94.282149 41.863786, -94.484796 41.863786, -94.627196 41.863786, -94.627196 42.208833, -94.397165 42.208833, -94.16713300000001 42.208833))","Greene County, IA",IA,,,,,,9139,9200,9027,9011,8981,0.0,0.1712871287128713,101.2,107.9,96.4,92.8,86.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,19075,"POLYGON ((-92.907437 42.55388, -92.551436 42.55388, -92.535005 42.296464, -92.76503700000001 42.208833, -92.77598999999999 42.208833, -93.000545 42.208833, -93.02793 42.55388, -92.907437 42.55388))","Grundy County, IA",IA,,,,,,12314,12375,12435,12313,12333,0.0,0.12648221343873517,1.5,2.2,15.8,31.8,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25148501903741594,0.12541040555216948,0.24977208297428594,0.3762114007102871,0.6282290975614658
792,19077,"POLYGON ((-94.484796 41.863786, -94.282149 41.863786, -94.24381 41.502308, -94.66005800000001 41.502308, -94.698396 41.502308, -94.74221199999999 41.863786, -94.627196 41.863786, -94.484796 41.863786))","Guthrie County, IA",IA,,,,,,10687,10722,10676,10625,10670,0.0,0.1728110599078341,22.9,16.7,6.7,2.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,19079,"POLYGON ((-93.893286 42.559357, -93.498947 42.559357, -93.46060799999999 42.208833, -93.696116 42.208833, -93.931625 42.208833, -93.96996300000001 42.559357, -93.893286 42.559357))","Hamilton County, IA",IA,,,,,,15312,15117,15190,15076,15115,0.0,0.16325401217487548,69.1,71.0,71.7,65.1,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,19081,"POLYGON ((-93.57014700000001 43.254929, -93.498947 43.254929, -93.498947 42.909881, -93.526331 42.909881, -93.96996300000001 42.909881, -93.96996300000001 43.254929, -93.57014700000001 43.254929))","Hancock County, IA",IA,,,,,,11094,11027,10974,10835,10771,0.0,0.1435361216730038,,0.1,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,19083,"POLYGON ((-93.26343799999999 42.559357, -93.02793 42.55388, -93.000545 42.208833, -93.230576 42.208833, -93.36202299999999 42.208833, -93.46060799999999 42.208833, -93.498947 42.559357, -93.26343799999999 42.559357))","Hardin County, IA",IA,,,,,,17441,17311,17367,17226,17048,0.0,0.11941176470588236,64.0,69.6,58.7,55.9,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,19085,"POLYGON ((-96.122401 41.863786, -95.673292 41.863786, -95.55827600000001 41.863786, -95.49803 41.507785, -95.84855399999999 41.507785, -95.996431 41.507785, -96.122401 41.683047, -96.13883199999999 41.863786, -96.122401 41.863786))","Harrison County, IA",IA,,,,,,14431,14324,14265,14149,14136,0.0,0.14581844174410294,70.6,72.6,72.7,69.5,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,19087,"POLYGON ((-91.598448 41.162737, -91.48343199999999 41.162737, -91.36841699999999 41.075106, -91.406755 40.812213, -91.603925 40.812213, -91.718941 40.812213, -91.718941 40.899844, -91.713464 41.162737, -91.598448 41.162737))","Henry County, IA",IA,,,,,,20222,20217,19950,19773,19863,0.0,0.15796519410977242,77.3,77.5,73.5,68.4,65.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,19089,"POLYGON ((-92.08041900000001 43.501391, -92.08041900000001 43.211113, -92.255681 43.211113, -92.55691299999999 43.211113, -92.551436 43.501391, -92.447374 43.501391, -92.08041900000001 43.501391))","Howard County, IA",IA,,,,,,9526,9449,9410,9332,9228,0.0,0.16066838046272494,40.0,42.1,36.7,30.8,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,19091,"POLYGON ((-94.090456 42.909881, -93.96996300000001 42.909881, -93.96996300000001 42.646988, -94.44098 42.646988, -94.44098 42.909881, -94.090456 42.909881))","Humboldt County, IA",IA,,,,,,9688,9640,9555,9487,9564,0.0,0.1290909090909091,65.5,67.9,66.8,61.5,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,19093,"POLYGON ((-95.46516800000001 42.559357, -95.388491 42.559357, -95.322768 42.208833, -95.64042999999999 42.208833, -95.673292 42.208833, -95.73901499999999 42.559357, -95.46516800000001 42.559357))","Ida County, IA",IA,,,,,,7141,7042,7028,6985,6865,0.0,0.10980392156862745,48.5,54.3,31.1,57.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,19095,"POLYGON ((-92.06398799999999 41.863786, -91.833957 41.863786, -91.82848 41.513262, -91.943495 41.513262, -92.299497 41.507785, -92.299497 41.863786, -92.06398799999999 41.863786))","Iowa County, IA",IA,,,,,,16330,16375,16401,16311,16103,0.0,0.1144538914323087,15.4,25.5,27.7,35.7,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30097123414551047,0.29721790258858377,0.4579069270081414,0.6146887964818184,0.9566544188991256
802,19097,"POLYGON ((-90.475675 42.384095, -90.316844 42.192402, -90.152536 42.033571, -90.36613699999999 42.033571, -90.8974 42.033571, -90.8974 42.296464, -90.475675 42.384095))","Jackson County, IA",IA,,,,,,19587,19482,19444,19472,19366,0.0,0.1352350765979926,38.2,40.8,39.9,35.8,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4179859347732949,0.20753346477119436,0.41184041184041187,0.6185375710029588,0.824393812924434
803,19099,"POLYGON ((-93.26891500000001 41.863786, -93.230576 41.863786, -92.76503700000001 41.863786, -92.75408299999999 41.507785, -92.86909799999999 41.507785, -93.329161 41.507785, -93.345592 41.863786, -93.26891500000001 41.863786))","Jasper County, IA",IA,,,,,,36641,36872,36827,36708,36966,0.0,0.14697406340057637,69.8,71.6,70.1,70.4,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31628164121073876,0.0,0.30543892031006936,0.361629320905339,0.8598171850771315,0.0,0.0,0.0,0.0,0.0,0.31628164121073876,0.21745654131021913,0.30543892031006936,0.361629320905339,0.8598171850771315
804,19101,"POLYGON ((-91.943495 41.162737, -91.713464 41.162737, -91.718941 40.899844, -92.118758 40.899844, -92.17900400000001 40.899844, -92.17900400000001 41.162737, -91.943495 41.162737))","Jefferson County, IA",IA,,,,,,16810,17325,17555,18090,18422,0.0,0.20186749666518453,92.5,96.5,96.4,91.5,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,19103,"POLYGON ((-91.66417199999999 41.863786, -91.36841699999999 41.858309, -91.36841699999999 41.600893, -91.36841699999999 41.425631, -91.48343199999999 41.425631, -91.79014100000001 41.513262, -91.82848 41.513262, -91.833957 41.863786, -91.66417199999999 41.863786))","Johnson County, IA",IA,,,,,,139155,142287,144251,146547,149210,11.0,0.3445342225642341,39.5,40.0,35.7,32.3,28.7,1.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7186231181057094,0.7028048943332841,1.3864721908340323,2.047124813199861,2.680785470142752,0.19831078870183771,0.19681720339811462,0.25983947117470824,0.3222423945961239,0.5736850660215896
806,19105,"POLYGON ((-91.36293999999999 42.296464, -91.127431 42.296464, -90.8974 42.296464, -90.8974 42.033571, -90.8974 41.94594, -91.012416 41.94594, -91.36841699999999 41.94594, -91.36293999999999 42.296464))","Jones County, IA",IA,,,,,,20611,20454,20466,20439,20536,0.0,0.12462462462462462,28.0,33.6,42.8,46.6,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5796841991298898,0.402564624607129,0.6463463929041695,0.8913974361979435,1.3562940877955496
807,19107,"POLYGON ((-91.943495 41.513262, -91.943495 41.162737, -92.17900400000001 41.162737, -92.26115799999999 41.162737, -92.409035 41.162737, -92.414512 41.507785, -92.299497 41.507785, -91.943495 41.513262))","Keokuk County, IA",IA,,,,,,10329,10231,10163,10119,10153,0.0,0.17217898832684825,0.2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,19109,"POLYGON ((-94.249287 43.501391, -93.96996300000001 43.501391, -93.96996300000001 43.254929, -93.96996300000001 42.909881, -94.090456 42.909881, -94.44098 42.909881, -94.44098 43.254929, -94.44098 43.501391, -94.249287 43.501391))","Kossuth County, IA",IA,,,,,,15321,15222,15165,15114,14999,0.0,0.1678622668579627,52.3,50.2,43.0,38.4,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,19111,"POLYGON ((-91.603925 40.812213, -91.406755 40.812213, -91.111001 40.697198, -91.18767800000001 40.636951, -91.417709 40.379535, -91.718941 40.598613, -91.718941 40.812213, -91.603925 40.812213))","Lee County, IA",IA,,,,,,35682,35286,35089,34615,34295,0.0,0.17751479289940827,136.7,120.5,117.0,125.6,110.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,19113,"POLYGON ((-91.713464 42.296464, -91.598448 42.296464, -91.36293999999999 42.296464, -91.36841699999999 41.94594, -91.36841699999999 41.858309, -91.66417199999999 41.863786, -91.833957 41.863786, -91.82848 42.296464, -91.713464 42.296464))","Linn County, IA",IA,,,,,,216111,217751,219916,221661,224115,24.0,0.1860090545011318,81.4,80.4,73.4,65.0,56.5,3.0,3.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3881755209128641,1.3777204237868024,1.8188762982229578,2.2556967621728674,4.015795462151128,0.10266044544367277,0.10040069919046915,0.19806745583343316,0.29244640188569443,0.382969352877536
811,19115,"POLYGON ((-91.48343199999999 41.425631, -91.36841699999999 41.425631, -91.07266199999999 41.332523, -91.07266199999999 41.332523, -90.946692 41.075106, -91.324601 41.075106, -91.36841699999999 41.075106, -91.48343199999999 41.162737, -91.48343199999999 41.425631))","Louisa County, IA",IA,,,,,,11282,11161,11185,11142,11184,0.0,0.11518858307849134,27.2,29.8,29.3,27.8,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10266044544367277,0.19820585371772304,0.2958257601569897,0.6871230038780218,0.9748861372698742
812,19117,"POLYGON ((-93.09913 41.162737, -93.09913 40.899844, -93.55919299999999 40.899844, -93.55919299999999 41.162737, -93.329161 41.162737, -93.09913 41.162737))","Lucas County, IA",IA,,,,,,8746,8701,8682,8647,8534,0.0,0.09400705052878966,110.8,113.8,112.4,107.6,86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
